ID;Year_Birth;Income;Wines;MeatProducts;FishProducts;SweetProducts;GoldProds
10613;1958;37334;26;16;2;2;15
6019;1971;37126;45;9;4;4;7
5863;1953;47703;359;134;13;26;123
3717;1959;61180;403;29;6;24;218
10749;1991;8028;73;66;7;12;2
4998;1962;76081;292;415;63;33;200
4754;1966;33585;30;33;13;6;29
4002;1960;77037;463;333;168;53;10
8870;1984;35196;75;141;43;39;187
966;1966;44529;538;91;17;6;26
4767;1965;70924;635;254;132;152;76
5740;1970;25959;4;12;7;5;26
4507;1952;72228;631;491;30;14;56
11013;1987;67605;336;282;184;54;54
1162;1987;42000;124;267;85;59;35
2055;1973;35860;15;8;4;2;20
4415;1961;16860;10;4;3;3;14
3005;1992;83528;530;678;134;44;147
2223;1965;64176;1215;249;64;116;149
2875;1978;67023;444;382;11;8;17
10536;1971;32892;26;15;2;1;2
11112;1966;70713;736;279;82;76;190
3807;1955;59925;473;176;19;21;56
10832;1958;46610;288;30;4;10;125
6421;1961;88347;1050;555;77;138;118
4207;1981;87171;1001;107;58;44;44
10855;1968;50014;234;77;19;10;42
3535;1965;66294;251;334;65;92;117
247;1971;36715;172;125;21;13;16
8707;1956;79456;565;548;64;83;99
6072;1970;75345;918;842;99;38;133
10914;1970;24163;4;7;2;1;2
1509;1958;84460;152;103;106;54;81
5577;1983;43776;8;9;2;1;3
7348;1958;71691;336;411;240;32;43
1127;1973;85844;938;843;25;95;38
1833;1974;39190;68;18;19;8;12
4944;1959;71367;227;389;42;21;75
9080;1972;38578;38;22;3;3;3
6466;1965;57236;105;9;2;1;4
9964;1979;61825;162;100;55;30;27
4790;1958;79803;574;216;21;16;33
10245;1986;80910;160;369;67;39;41
6001;1979;56775;614;160;58;35;35
5538;1975;83829;897;430;186;161;27
10552;1979;54210;70;109;80;9;45
1545;1986;38508;120;206;25;19;54
7409;1970;53187;211;30;7;7;10
4444;1972;30023;11;16;7;6;21
10065;1970;15315;7;13;15;8;17
4741;1974;65463;391;70;21;32;16
246;1965;66480;199;57;20;21;6
375;1954;76773;516;449;86;33;16
1524;1983;81698;709;115;30;160;45
7451;1960;98777;1000;711;125;115;38
1175;1983;36262;88;54;64;28;153
880;1966;22634;2;11;8;6;46
2320;1978;47025;508;59;23;5;29
850;1968;70566;381;215;84;28;21
4713;1979;31605;74;42;2;1;6
675;1973;52034;146;93;7;13;73
5025;1979;48526;23;23;43;20;9
2308;1954;46734;110;137;26;23;29
5995;1962;39552;165;147;4;24;41
6749;1966;86358;957;494;82;47;95
1010;1977;46931;41;17;3;1;16
8977;1985;16581;1;4;2;3;11
5961;1978;42693;8;20;6;3;16
2975;1976;85606;717;864;219;30;84
7613;1974;49669;166;107;11;8;29
10542;1968;36778;29;34;2;4;4
10617;1989;10979;8;10;2;2;4
11166;1961;49678;229;56;3;2;20
849;1953;56129;320;133;39;72;48
523;1989;37155;23;26;7;15;3
4066;1978;21282;1;8;4;8;20
819;1945;63285;508;249;50;38;134
4961;1974;21255;29;25;2;2;3
749;1981;42162;46;59;2;4;27
5430;1956;54450;454;171;8;19;32
1453;1943;57513;735;183;52;20;30
8310;1964;68142;897;196;91;112;37
5031;1974;83145;777;731;39;137;114
2613;1960;54197;162;37;6;13;13
967;1976;46049;342;112;19;14;19
1077;1974;56715;258;239;237;172;9
7959;1961;79410;658;483;123;13;13
640;1951;57304;356;329;138;17;106
4252;1965;44375;213;28;7;7;41
8432;1956;54450;454;171;8;19;32
6905;1994;80685;241;604;34;26;54
3598;1972;62710;441;83;7;29;11
6116;1968;48985;19;18;10;7;8
6263;1968;35322;28;37;12;7;13
10486;1948;77142;476;162;29;151;97
2410;1969;81657;364;425;158;60;50
8278;1990;74214;863;547;86;99;33
1604;1960;47353;184;19;8;8;4
10669;1981;54386;277;64;62;21;25
5735;1991;90638;1156;915;94;144;96
359;1950;48070;373;83;6;9;19
3839;1958;15056;6;3;21;6;40
10466;1965;44393;24;20;2;2;10
4088;1962;31497;108;28;13;1;4
590;1970;78579;816;549;216;66;99
8732;1969;67369;1298;70;37;14;42
2315;1960;58401;10;11;17;29;29
3515;1952;62307;87;34;10;6;10
2245;1969;43641;57;51;4;2;23
6283;1968;63841;635;100;20;7;131
2246;1965;46891;43;23;29;15;61
5545;1972;78075;572;259;34;35;80
7342;1961;59184;341;113;259;151;66
837;1977;54809;63;57;13;13;22
9500;1959;58113;221;169;102;78;84
3602;1958;51412;140;29;4;5;14
234;1979;15287;1;8;4;3;13
1118;1956;50965;544;85;8;6;29
945;1965;36317;87;25;3;2;13
5644;1957;42213;309;24;4;3;20
7192;1955;65748;172;93;95;78;34
2324;1972;77044;625;242;50;34;76
697;1969;74918;972;913;25;19;59
3439;1972;56721;157;39;6;13;75
1506;1975;42160;48;45;3;15;20
232;1965;61559;279;88;32;14;34
4500;1991;68682;919;505;99;30;45
9739;1963;34377;62;22;3;1;26
10395;1986;8940;1;3;4;6;42
1176;1973;26228;2;4;3;1;9
1627;1957;77297;408;109;48;122;41
938;1981;40211;51;7;2;1;25
2740;1958;33438;62;16;3;2;6
257;1959;75032;952;180;47;12;12
4058;1955;61284;618;106;20;7;45
7736;1986;22518;11;12;2;2;27
8210;1975;54730;318;17;4;7;56
6230;1971;44421;110;59;7;1;7
7325;1986;38197;23;11;2;1;3
1307;1978;41986;27;8;8;3;12
1502;1983;28427;18;19;3;3;6
843;1971;64722;303;280;60;147;15
9757;1972;84906;997;414;99;30;76
11086;1984;25707;1;2;3;6;3
4138;1962;76624;411;147;54;115;66
1291;1978;27683;152;121;12;12;45
6862;1971;1730;1;3;1;1;1
4136;1992;7500;10;18;8;26;40
9606;1965;69969;882;514;38;29;44
8534;1952;67433;615;259;12;48;30
5153;1967;77766;1004;265;115;59;27
961;1972;74716;133;421;13;195;71
5011;1963;68118;595;123;10;23;154
6653;1970;55158;293;87;4;11;23
810;1975;74190;151;86;168;91;64
2147;1969;76653;736;946;219;189;126
5107;1973;35860;15;8;4;2;20
3979;1983;90687;982;672;23;34;51
6049;1982;73450;1142;415;90;69;37
3910;1975;83829;897;430;186;161;27
5207;1963;53378;489;152;8;6;132
11114;1970;19656;25;9;6;8;32
5429;1948;45579;145;33;2;1;1
9400;1958;85485;630;611;44;18;54
1740;1944;55956;760;104;50;9;38
7488;1963;64191;420;186;151;38;15
195;1972;38808;125;52;3;19;30
7527;1968;23748;6;29;12;15;8
10319;1971;66303;1090;96;16;12;60
2296;1975;37368;3;11;2;2;10
10637;1964;40800;24;27;8;30;10
2931;1978;71847;737;106;55;63;210
3698;1983;78687;817;687;145;55;241
9516;1971;49118;620;239;99;98;119
7384;1951;39767;113;204;34;26;47
5043;1951;26997;7;78;133;49;144
5267;1970;33986;16;18;2;1;5
2516;1969;46831;22;10;6;4;34
9010;1972;83151;968;842;137;42;210
378;1971;52531;283;151;51;72;125
5068;1971;22804;14;7;2;1;1
7628;1973;43050;30;24;6;3;8
3551;1954;60033;62;57;19;11;48
5543;1966;57811;545;114;37;21;78
1577;1946;78569;558;622;207;175;95
10641;1978;7500;6;4;13;4;25
6024;1953;94384;1111;790;160;45;172
1878;1985;23148;4;8;6;3;10
3099;1970;44267;183;65;3;5;49
6055;1979;71626;546;376;94;145;72
3972;1976;50200;266;51;8;6;64
4394;1965;81051;1142;249;38;29;14
6658;1972;59868;771;154;54;10;154
10260;1965;45143;202;74;11;5;14
7143;1955;74805;209;209;41;162;37
8789;1989;59060;35;111;36;40;12
4554;1965;47009;171;73;59;10;90
4937;1973;46094;12;20;3;2;5
8749;1984;37235;20;9;4;6;20
1650;1960;81843;779;537;34;69;138
10377;1958;46692;170;97;24;12;88
9206;1968;77382;491;231;112;105;134
10971;1977;37774;173;107;7;2;176
9212;1962;72828;1205;235;19;14;205
7937;1982;24711;10;25;6;3;7
839;1975;45503;97;44;6;1;18
4246;1982;6560;67;26;4;3;262
158;1945;71604;345;528;98;75;97
4832;1979;27244;6;17;3;24;46
1945;1962;71434;711;217;172;96;168
5147;1948;90842;774;118;182;187;93
11039;1975;51948;82;54;71;30;41
9495;1982;71853;358;413;141;97;32
9635;1983;35876;66;40;4;3;14
942;1982;39660;139;78;20;13;36
9386;1962;50127;274;21;4;6;15
2253;1990;18929;32;8;23;4;18
979;1975;33249;6;21;19;14;42
10390;1959;26887;6;4;3;4;6
4698;1983;50150;135;92;65;61;11
5080;1993;70515;420;452;182;64;140
8369;1987;18227;1;7;4;3;11
5232;1965;69139;86;75;33;15;6
2407;1982;69109;823;459;124;29;95
3834;1962;69627;231;215;171;30;53
7712;1946;62159;182;259;77;70;29
1065;1963;80695;557;984;193;37;18
7275;1971;33316;79;31;4;4;12
1384;1992;17256;6;14;8;8;22
9967;1974;53034;160;196;15;11;50
6181;1950;52203;488;238;56;108;28
2674;1958;75154;543;205;160;143;82
3231;1973;37971;5;10;2;2;7
4096;1968;41335;112;21;16;14;5
10476;1958;67267;134;59;15;2;30
5948;1975;57338;143;52;11;8;17
9140;1960;50523;51;24;4;7;1
4743;1969;56242;689;167;11;8;88
1542;1975;56243;347;35;4;3;7
10420;1955;46390;95;64;2;9;38
7514;1956;54342;84;34;11;10;28
10909;1948;92344;992;694;51;19;119
2963;1979;75507;709;374;104;80;80
8216;1972;53761;158;76;13;7;71
8140;1973;22682;10;29;4;2;36
5289;1975;41658;8;12;15;4;29
2589;1972;26759;25;16;8;5;2
3421;1968;63841;635;100;20;7;131
4094;1961;60544;201;43;3;5;35
2534;1953;37716;97;41;6;2;41
6613;1970;44511;513;133;46;14;14
10827;1967;36947;88;21;4;1;29
8402;1953;67087;329;222;130;35;43
8783;1950;57045;296;104;11;13;17
10010;1953;36957;100;16;2;1;31
618;1977;69389;422;238;69;46;15
361;1969;43142;5;7;2;1;4
4310;1944;80589;507;520;242;40;26
2678;1990;34412;52;50;4;36;55
6376;1979;57537;191;139;51;8;100
524;1966;22634;2;11;8;6;46
10341;1948;51315;68;39;16;30;41
5654;1972;36026;20;10;6;4;17
7000;1972;65704;279;74;38;8;246
2561;1966;63810;977;253;16;12;101
4086;1959;18690;6;7;23;4;19
2428;1970;28164;3;26;11;8;12
8418;1958;38741;7;17;8;6;13
1362;1972;31907;33;64;175;16;74
10033;1973;31163;2;10;11;2;10
9349;1985;92533;693;118;110;147;42
274;1973;34853;9;15;2;3;2
3388;1967;70844;129;67;3;67;2
8588;1961;60544;201;43;3;5;35
2518;1986;20491;5;5;4;2;10
574;1964;42523;14;11;3;26;35
3220;1983;39922;29;59;19;1;36
5967;1952;33402;26;19;10;5;8
1183;1949;36408;9;4;3;2;3
6856;1979;21645;14;23;4;5;19
4530;1948;78427;972;595;180;26;138
1553;1946;82657;966;672;246;105;126
4682;1958;51876;99;102;28;48;6
8204;1971;78041;482;553;72;160;17
1232;1982;70038;587;348;71;54;130
1927;1973;69401;399;159;58;8;39
5788;1972;46053;56;92;19;7;25
6652;1965;77343;227;573;98;54;31
6875;1965;32727;167;180;86;13;70
4399;1969;68695;458;356;106;50;40
4042;1971;43300;91;52;2;1;31
2157;1972;26290;15;16;11;5;22
10133;1970;93790;1302;731;89;114;45
2525;1974;38410;153;123;116;64;14
8233;1950;64866;508;21;7;5;10
9483;1959;57957;290;177;77;5;29
10403;1978;16531;2;6;7;5;11
10524;1963;49476;386;95;54;41;196
7521;1952;83844;901;345;75;31;191
4406;1970;67419;846;352;91;56;42
9672;1970;23162;8;9;19;4;22
4864;1977;34380;72;58;13;1;24
25;1958;65148;460;422;33;12;153
3697;1954;39898;69;26;12;7;12
5286;1987;41020;112;54;7;7;36
2849;1979;60474;265;303;234;9;170
7787;1960;62807;526;135;10;21;99
3102;1981;19414;2;12;3;5;7
5868;1980;19107;2;9;10;5;16
8370;1976;75484;378;259;197;194;34
9988;1976;70379;553;142;65;67;8
2939;1970;79419;751;687;20;15;31
9743;1955;76998;1449;161;69;35;107
3478;1971;60585;267;309;55;42;21
7494;1950;42873;209;40;3;2;15
1763;1988;87679;1259;815;97;148;33
7250;1978;57867;344;178;15;23;17
10770;1959;65492;247;295;210;85;47
6885;1977;32952;38;12;3;1;1
2072;1969;53374;896;101;13;10;34
9463;1959;71706;931;253;91;98;14
6318;1988;68487;758;385;33;89;89
4093;1975;53253;216;57;20;9;125
5751;1973;31163;2;10;11;2;10
3340;1977;42014;244;108;4;15;50
3594;1973;54108;539;91;8;6;97
3584;1955;49667;1181;120;17;13;39
3643;1974;63206;750;125;11;8;26
851;1972;57136;306;109;21;109;92
7706;1975;46772;350;189;197;151;57
3967;1971;78931;331;170;58;152;35
486;1988;84219;434;400;45;137;45
9451;1965;73538;811;428;99;137;107
9264;1986;79529;423;706;73;197;197
3865;1977;20981;2;10;6;13;30
2853;1980;51766;60;87;6;20;51
1490;1962;55759;675;85;10;7;77
6310;1978;33039;30;12;8;8;12
10380;1972;37787;40;40;4;3;18
3887;1970;27242;3;26;20;1;39
4278;1983;87188;910;724;49;74;55
8643;1971;69930;252;827;219;70;196
1998;1976;37697;34;21;11;4;8
10795;1973;37401;19;19;3;1;3
2408;1976;58597;490;184;10;28;21
202;1948;82032;332;377;149;125;57
830;1987;74004;784;560;42;176;48
3536;1960;19740;7;3;10;4;20
6050;1975;57036;1171;219;19;14;47
9771;1988;23331;104;101;24;15;5
10530;1959;67786;431;441;80;20;102
6678;1989;31928;33;24;4;2;5
3852;1961;74881;505;270;36;27;54
528;1978;65819;267;701;149;165;63
5589;1964;51983;631;115;10;7;30
6365;1987;30390;10;12;25;1;20
5636;1963;30983;51;50;12;1;49
591;1957;66033;293;179;46;59;65
2217;1975;37284;11;2;2;1;6
2544;1951;57530;50;27;6;7;1
7725;1965;76800;173;255;35;71;81
8091;1956;63943;423;368;13;97;21
7321;1962;76081;292;415;63;33;200
5462;1974;67445;757;217;29;80;11
955;1962;47175;167;44;6;2;19
6642;1961;27215;30;22;8;9;28
2793;1976;70179;532;168;69;44;133
5424;1983;39922;29;59;19;1;36
4828;1954;79865;71;278;185;121;38
1497;1952;47958;268;88;15;3;22
4390;1954;75315;459;171;142;23;31
1081;1957;75283;733;180;12;19;66
4261;1946;82800;1006;115;59;68;45
5350;1991;90638;1156;915;94;144;96
8685;1977;42014;244;108;4;15;50
2130;1982;45203;35;67;10;8;24
8175;1992;34935;34;66;3;10;20
6257;1976;60482;255;134;37;14;24
9952;1947;78093;368;639;13;43;10
3503;1950;82460;255;573;52;32;15
5223;1966;45903;33;10;2;10;3
4608;1987;81361;163;424;27;65;76
1626;1973;35860;15;8;4;2;20
4764;1952;40442;45;52;25;22;13
2471;1965;61482;48;68;16;66;43
5892;1980;34968;158;45;8;2;2
2612;1987;75794;754;625;63;32;48
4971;1962;31497;108;28;13;1;4
5185;1955;74268;199;315;97;174;41
10069;1988;13724;2;5;2;15;27
2262;1965;45143;202;74;11;5;14
1041;1973;48432;322;50;4;3;42
3409;1984;36108;141;129;3;11;47
7022;1971;76445;739;309;140;80;35
7943;1975;36663;18;6;3;3;5
5272;1965;53843;378;88;19;4;73
5453;1956;90226;1083;649;253;151;108
2565;1955;70638;1016;215;16;12;63
11092;1961;27116;12;21;2;2;3
4656;1990;51250;342;230;34;32;40
4480;1973;60432;365;15;4;3;11
6729;1988;68655;456;832;75;118;38
1773;1978;12393;5;15;11;7;13
9242;1990;64509;836;575;24;25;77
1764;1975;33955;100;128;23;7;10
6215;1977;31353;10;10;3;1;7
10099;1984;55434;238;215;169;69;76
5423;1983;28359;6;5;2;1;2
940;1987;57100;158;99;15;11;17
3011;1965;69139;86;75;33;15;6
3298;1956;52973;856;76;12;9;199
5120;1982;66664;398;447;220;96;32
6097;1959;50664;313;104;6;4;126
7019;1963;54414;109;16;24;26;18
8041;1971;47111;595;153;120;112;41
252;1963;41003;123;142;71;44;88
9986;1982;19444;16;23;3;2;10
3276;1976;36301;11;35;3;5;12
3570;1969;42731;159;51;6;2;24
10906;1948;46681;269;69;15;19;38
5209;1954;50002;443;71;21;16;82
10711;1945;69755;217;373;111;23;93
2814;1976;30560;9;5;4;5;7
6866;1969;35924;8;14;2;3;7
6575;1981;56386;230;214;13;32;75
3091;1981;75774;340;134;258;14;56
7005;1981;58684;479;179;28;7;85
6409;1967;57136;267;599;34;12;127
7485;1950;56551;67;32;17;2;16
8079;1982;22448;3;8;23;2;18
8395;1961;82014;980;265;35;163;31
10352;1963;34213;50;28;6;3;26
4931;1977;157146;1;1725;2;1;1
1834;1978;35544;30;23;4;1;4
2285;1954;36634;213;76;4;3;30
2295;1954;62670;539;92;80;46;38
1378;1972;50334;284;160;84;16;134
2781;1981;72066;1003;536;134;51;34
1165;1958;50729;239;143;45;4;52
6457;1976;64892;527;230;32;24;65
2639;1966;43602;19;12;10;3;19
6437;1985;41473;21;20;15;3;9
6912;1967;63246;593;91;29;22;7
7327;1959;36732;21;3;10;1;7
5299;1970;69084;1181;199;39;30;30
4127;1967;77766;1004;265;115;59;27
8143;1985;37929;202;46;3;2;10
1964;1951;86610;446;768;33;196;53
3690;1986;80141;1184;673;52;40;40
3433;1955;72635;390;323;104;35;107
3389;1970;69016;726;363;123;107;161
4712;1991;20193;8;22;24;11;9
1170;1975;27573;50;110;39;15;15
6347;1979;15862;1;4;11;9;10
8230;1980;33228;22;31;7;4;5
1215;1978;70440;690;499;76;102;88
5939;1971;38232;43;28;7;6;33
10323;1952;49413;205;41;3;2;46
1891;1980;78789;667;850;21;83;83
9256;1971;58350;493;206;116;80;80
295;1989;81217;493;324;146;40;84
6349;1987;61787;621;414;78;48;85
10398;1981;24336;1;2;8;2;12
2431;1990;18222;12;19;12;6;14
550;1952;62335;243;217;85;6;26
10742;1983;86580;532;127;26;20;20
4676;1951;73705;612;520;258;107;107
5294;1989;18358;6;19;16;4;4
7349;1973;9722;6;16;6;16;42
8799;1984;38175;70;69;2;3;3
1351;1956;58656;962;194;16;24;12
7732;1978;64813;293;124;179;97;52
8070;1973;54222;199;31;3;12;7
477;1986;83512;1060;835;80;20;101
2202;1978;41154;44;11;2;3;7
7396;1966;80398;342;936;207;35;26
4055;1992;18746;2;11;12;9;20
10340;1984;35196;75;141;43;39;187
10091;1956;60230;520;367;39;81;40
7629;1977;22108;5;9;6;2;6
10640;1974;44392;87;71;7;12;29
3498;1976;55424;462;184;10;53;107
6742;1979;17688;2;1;3;1;2
1172;1983;92491;979;935;29;25;22
569;1991;90273;704;853;120;74;111
4686;1962;82571;861;558;62;95;79
2634;1979;16653;5;31;15;4;7
1744;1965;23529;9;13;3;2;20
1000;1961;74881;505;270;36;27;54
3828;1951;71107;533;217;198;174;195
10304;1959;18690;6;7;23;4;19
10129;1966;82427;482;509;104;107;107
2499;1958;75342;204;97;21;118;26
10092;1954;70044;1073;250;153;14;14
7500;1967;79146;245;223;21;43;16
5796;1963;77437;560;442;29;44;29
10556;1959;54984;173;131;32;3;6
7610;1983;37292;275;86;10;23;66
263;1945;45576;56;29;2;14;25
10814;1947;70321;303;751;82;26;191
9292;1952;81795;324;693;27;118;88
10250;1947;28389;1;3;7;4;8
7881;1946;66835;620;195;34;17;141
5847;1969;69901;312;206;102;92;149
737;1949;80360;1493;454;112;43;43
3571;1961;63342;918;118;13;10;21
7807;1974;44989;98;106;49;10;106
3878;1980;31859;3;7;15;8;11
2154;1971;30372;15;12;7;3;7
5394;1979;16014;3;4;7;8;7
3524;1971;39763;80;60;4;6;16
5247;1955;38725;31;6;2;1;5
5883;1972;77981;138;204;16;126;60
2118;1964;62905;166;96;119;107;59
6616;1975;59481;178;85;71;66;58
2797;1977;72117;707;171;65;60;50
4328;1986;21955;5;7;17;14;11
9167;1956;67131;465;250;93;35;62
2631;1982;71853;358;413;141;97;32
8312;1961;28249;1;7;2;14;10
5093;1974;25509;40;30;10;7;11
7592;1946;51012;102;63;2;9;24
8584;1952;85431;376;462;168;53;53
7433;1985;29760;64;68;7;5;17
164;1977;28973;206;46;3;2;12
2681;1984;65370;71;112;138;89;29
9645;1968;64590;920;168;36;46;30
10678;1959;71232;653;170;34;26;17
7261;1971;34600;199;60;8;3;15
2870;1973;49094;376;38;11;8;69
8008;1983;36075;46;30;12;1;30
1513;1979;60839;600;128;223;150;128
6173;1979;77298;425;292;23;35;79
1419;1950;34026;18;15;12;8;17
7960;1962;82122;734;350;151;25;100
1250;1976;37697;34;21;11;4;8
9905;1952;34074;135;41;10;1;67
2952;1977;36273;29;30;3;2;9
8439;1964;63404;734;70;11;44;17
762;1981;75774;340;134;258;14;56
2831;1976;78416;453;279;188;38;183
6977;1974;75702;1073;629;145;37;37
4168;1966;37070;231;137;4;15;39
6237;1966;7144;81;33;5;2;291
3130;1964;18701;12;2;10;6;10
1619;1956;90369;292;981;224;23;17
1990;1974;63159;965;586;89;86;37
8093;1969;79734;572;232;23;62;17
10513;1992;63207;438;565;91;169;70
10177;1954;72071;531;300;150;138;150
5782;1982;58582;402;106;101;77;42
10057;1951;72282;503;419;90;139;153
10307;1956;50387;369;87;12;14;34
2415;1962;62568;362;398;80;35;61
8334;1971;33316;79;31;4;4;12
9166;1968;63967;387;141;73;35;162
1440;1978;52513;367;241;104;188;232
5441;1965;54111;267;54;8;3;50
5302;1986;78394;298;697;216;24;166
1087;1975;22669;16;36;37;22;48
6859;1987;29236;37;24;16;9;9
9860;1959;44911;159;22;2;1;31
7129;1962;54693;686;142;23;26;35
5866;1974;48186;97;66;12;7;34
10521;1977;54809;63;57;13;13;22
7849;1970;80336;209;456;160;142;66
531;1954;57333;941;397;76;58;176
9576;1982;32313;86;56;2;4;7
6906;1953;84953;167;602;63;72;72
3170;1957;68148;389;408;37;57;85
8527;1965;65735;239;119;4;15;11
9931;1963;4023;5;1;1;1;1
10595;1990;30093;2;28;13;4;16
4609;1966;57705;383;53;6;4;40
5010;1988;25008;2;8;6;1;9
4427;1995;83257;536;590;38;107;67
11148;1975;22280;2;4;3;1;2
1168;1978;72159;322;899;34;40;53
10163;1984;82733;712;420;65;38;38
6710;1951;58217;68;13;3;5;13
5316;1976;21024;36;18;6;2;18
9029;1972;70116;707;603;95;58;29
521;1985;54006;174;203;6;24;97
1459;1966;69063;666;124;69;8;26
1630;1979;61825;162;100;55;30;27
3254;1971;70886;407;239;103;88;53
9064;1982;69109;823;459;124;29;95
4227;1968;32889;28;13;4;2;8
8486;1971;30538;284;52;8;3;20
2186;1977;82326;938;754;159;81;183
3286;1967;26642;13;15;2;2;8
8602;1964;69932;412;153;150;105;57
9612;1987;23830;1;6;4;8;16
3766;1959;33051;100;243;108;94;219
1399;1958;72905;407;445;181;165;203
1570;1951;69702;664;240;50;19;57
3426;1975;70300;1045;338;60;46;46
3074;1984;70643;1218;304;23;143;33
6461;1969;62772;581;157;43;8;108
10702;1984;52413;185;133;56;56;12
5113;1971;86979;584;835;65;83;35
10858;1975;76532;355;177;90;138;30
2961;1982;42081;175;110;54;6;27
2747;1988;67546;864;768;150;38;172
3010;1989;88420;957;612;99;95;153
1743;1974;69719;273;208;177;14;43
3578;1949;49160;122;43;25;10;15
5558;1954;90933;1020;430;62;63;79
4619;1945;113734;6;3;1;262;3
8780;1950;59292;378;68;19;14;14
5896;1987;73395;272;80;20;7;11
2337;1971;29819;9;24;2;1;2
544;1954;62820;398;265;138;61;53
17;1971;60491;637;237;12;19;76
10680;1986;33235;45;16;2;1;6
3265;1959;35701;21;9;7;3;5
5832;1960;92556;493;352;184;23;28
5544;1970;67384;957;175;158;53;107
6417;1971;80573;829;430;60;92;15
5831;1967;77870;1017;500;65;50;133
2326;1990;18929;32;8;23;4;18
2929;1976;20180;18;24;15;20;18
2546;1977;31878;23;5;10;5;23
3283;1972;70932;200;100;46;185;185
3138;1956;91249;1324;119;71;108;27
4994;1943;77598;1193;281;129;66;33
7966;1959;80982;505;401;104;22;22
2181;1970;70617;353;753;40;46;27
1867;1957;64849;652;350;94;84;108
1518;1965;62694;379;157;25;91;91
5734;1974;61917;46;36;2;2;1
2878;1947;67472;162;127;8;17;69
1458;1982;21059;8;19;3;3;8
7007;1968;29543;17;18;3;4;18
6200;1951;75903;340;185;130;38;100
1403;1975;34984;8;15;3;5;3
4827;1956;54998;154;202;39;30;8
2478;1973;25410;2;4;13;13;4
5138;1950;28320;19;14;3;2;4
5393;1977;23763;22;6;6;2;6
10413;1984;72570;274;216;151;141;224
5015;1976;34529;68;38;3;6;41
10868;1951;70792;344;654;104;11;114
10676;1982;63211;145;459;205;26;145
2495;1974;83891;217;350;111;85;15
7842;1968;36065;18;34;10;2;3
9955;1954;39898;69;26;12;7;12
2162;1976;56939;256;103;90;29;49
3434;1951;80872;483;567;94;12;108
5626;1964;61798;338;89;11;8;13
6428;1950;76842;605;345;84;54;32
8514;1976;29478;8;7;3;1;1
10448;1956;46998;172;86;45;6;27
2109;1990;96843;448;951;40;17;17
7530;1950;56551;67;32;17;2;16
8925;1965;70053;512;98;81;179;89
6355;1978;44359;20;14;7;3;1
3517;1952;40887;50;44;10;10;43
6203;1947;74485;499;815;173;49;49
7165;1972;64474;381;172;56;86;93
3595;1963;77226;631;239;128;76;21
8537;1949;72643;526;553;123;94;53
4331;1978;85738;913;376;17;26;13
6281;1966;55686;673;199;37;47;26
2452;1971;34600;199;60;8;3;15
9507;1975;40794;261;73;4;23;50
8360;1971;54690;111;37;7;9;18
10311;1969;4428;16;12;2;4;321
5117;1963;32632;63;137;153;19;53
3032;1984;24570;28;62;11;14;44
8524;1974;25509;40;30;10;7;11
3334;1951;94642;879;797;106;143;143
4470;1962;58646;62;44;6;5;22
8619;1957;21994;9;6;3;1;3
4552;1991;51373;83;101;64;26;117
898;1986;23477;38;54;3;8;29
9797;1956;58116;228;130;4;11;51
10949;1963;72968;1092;592;145;37;55
8212;1971;39791;85;27;13;13;21
6248;1947;91712;1276;746;94;29;48
10164;1958;94472;1017;417;108;100;16
4547;1960;13672;6;9;2;1;5
6815;1980;96547;448;125;52;101;62
4122;1975;79205;504;117;179;28;44
10841;1975;56559;226;133;41;31;31
176;1980;67506;90;67;33;36;67
4860;1970;24206;7;8;3;2;3
4023;1970;22979;16;19;20;21;22
3599;1970;63684;575;428;208;93;80
6870;1959;68805;182;49;17;13;20
832;1966;65814;561;113;10;14;35
2002;1958;71964;587;932;180;34;86
3657;1986;39146;94;33;13;12;12
500;1977;96876;908;735;40;194;21
1951;1981;34445;228;122;208;129;30
3262;1958;68281;995;417;42;48;41
4102;1975;37284;11;2;2;1;6
7042;1983;36790;3;14;15;21;10
10598;1967;27943;12;16;4;1;3
9829;1978;28587;22;17;12;10;13
6214;1982;43815;14;29;4;7;15
4954;1956;48195;106;68;52;7;5
4837;1965;71322;753;226;69;10;204
9423;1979;32765;13;17;7;3;3
153;1953;23272;19;6;4;2;12
9323;1949;49912;520;223;32;49;42
10001;1985;7500;5;17;13;14;34
3799;1955;67225;315;322;46;7;143
3491;1975;55914;384;364;119;101;232
983;1984;40059;110;92;28;10;145
9119;1950;60905;208;76;36;17;38
4786;1977;75330;555;257;93;61;61
5872;1951;60689;240;216;63;6;24
6568;1984;38680;11;36;15;5;12
5628;1982;61416;848;323;201;61;78
5631;1991;49767;202;197;55;42;149
4974;1970;83273;433;650;16;102;102
8416;1981;29009;6;15;10;5;2
4095;1971;37150;167;64;49;34;116
5474;1970;43020;45;99;4;25;43
10701;1973;65308;713;264;120;80;34
3507;1970;76467;676;426;210;44;58
2079;1947;81044;450;535;73;98;26
4426;1975;55801;367;51;6;4;95
2591;1959;76320;526;214;69;53;35
6673;1965;23478;28;27;12;17;39
1071;1976;70179;532;168;69;44;133
8775;1969;38361;39;56;20;8;14
2345;1982;70038;587;348;71;54;130
10897;1974;67445;757;217;29;80;11
123;1951;67046;544;133;23;151;107
6103;1948;42192;40;15;17;6;7
7899;1952;77610;1245;332;21;33;16
10500;1984;31761;19;20;16;14;28
1655;1979;34350;16;15;2;1;11
